media_id,media_type,engagement,impressions,reach,saved,video_views,video_comments,video_likes,video_plays,video_reach,video_saved,video_shares,video_interactions
17911923278718978,VIDEO,,,,,,40.0,2892.0,20923.0,19952.0,374.0,4.0,3310.0
18011318740525294,VIDEO,,,,,,6.0,314.0,2517.0,2366.0,12.0,0.0,332.0
18017322550524655,CAROUSEL_ALBUM,345.0,2461.0,2104.0,3.0,0.0,,,,,,,
18002236468720210,VIDEO,,,,,,47.0,2375.0,30571.0,29904.0,357.0,7.0,2786.0
18247627027154946,VIDEO,,,,,,7.0,625.0,5175.0,4991.0,21.0,0.0,653.0
17982013885974803,VIDEO,,,,,,6.0,346.0,3663.0,3624.0,14.0,0.0,366.0
17997097213736751,VIDEO,,,,,,16.0,333.0,4771.0,4674.0,28.0,0.0,377.0
18274437094116797,CAROUSEL_ALBUM,297.0,2327.0,1933.0,5.0,0.0,,,,,,,
17943140204485221,VIDEO,,,,,,10.0,618.0,7026.0,6856.0,130.0,1.0,759.0
17976831377032849,VIDEO,,,,,,8.0,1144.0,18386.0,17053.0,173.0,1.0,1326.0
17968291136209367,VIDEO,,,,,,11.0,170.0,2956.0,2925.0,7.0,1.0,189.0
18346836808031022,VIDEO,,,,,,35.0,436.0,4389.0,4454.0,13.0,0.0,484.0
18167549188281056,CAROUSEL_ALBUM,394.0,3119.0,2741.0,10.0,0.0,,,,,,,
18273489337119691,VIDEO,,,,,,33.0,837.0,7274.0,6609.0,35.0,1.0,906.0
18059939899353810,VIDEO,,,,,,4.0,200.0,3875.0,3589.0,8.0,0.0,212.0
17980556446942319,VIDEO,,,,,,12.0,279.0,3859.0,3776.0,12.0,0.0,303.0
18347885284026803,VIDEO,,,,,,6.0,534.0,15804.0,15812.0,27.0,0.0,567.0
18179542273249425,VIDEO,,,,,,11.0,212.0,3286.0,3235.0,10.0,0.0,233.0
17951610170327993,VIDEO,,,,,,9.0,267.0,3703.0,3783.0,8.0,0.0,284.0
17990924653681298,VIDEO,,,,,,11.0,333.0,5396.0,5479.0,9.0,0.0,353.0
18053467066378330,CAROUSEL_ALBUM,177.0,2531.0,2167.0,1.0,0.0,,,,,,,
18340669381031613,VIDEO,,,,,,16.0,454.0,7672.0,7540.0,115.0,0.0,585.0
18010270168526764,VIDEO,,,,,,4.0,750.0,6423.0,6229.0,16.0,0.0,770.0
18318990493073675,VIDEO,,,,,,7.0,388.0,5506.0,5521.0,9.0,0.0,404.0
17997503683632576,VIDEO,,,,,,12.0,534.0,6344.0,6198.0,15.0,0.0,561.0
17970142465992427,VIDEO,,,,,,146.0,4834.0,123300.0,116024.0,388.0,11.0,5379.0
17991255901751643,VIDEO,,,,,,11.0,281.0,4862.0,4764.0,12.0,0.0,304.0
18042017350412165,VIDEO,,,,,,1.0,381.0,4352.0,4417.0,13.0,0.0,395.0
18195149029223547,VIDEO,,,,,,17.0,439.0,5490.0,5713.0,18.0,0.0,474.0
17955264359235742,VIDEO,,,,,,24.0,1115.0,24073.0,22922.0,283.0,1.0,1423.0
18008579281553978,VIDEO,,,,,,5.0,444.0,4594.0,4785.0,12.0,2.0,463.0
17964422576225593,CAROUSEL_ALBUM,180.0,1985.0,1840.0,6.0,0.0,,,,,,,
17936022068496000,VIDEO,,,,,,0.0,304.0,4606.0,4645.0,10.0,0.0,314.0
18274224391106264,VIDEO,,,,,,12.0,388.0,21124.0,20470.0,31.0,0.0,431.0
17944914647344114,VIDEO,,,,,,7.0,369.0,4271.0,4165.0,16.0,0.0,392.0
18003721357569183,VIDEO,,,,,,5.0,560.0,4790.0,4764.0,16.0,0.0,581.0
17943786437382112,VIDEO,,,,,,4.0,292.0,3475.0,3527.0,16.0,0.0,312.0
17988049051663862,VIDEO,,,,,,1.0,132.0,2597.0,2630.0,7.0,1.0,141.0
18341676139055106,VIDEO,,,,,,3.0,213.0,3930.0,3847.0,9.0,0.0,225.0
18003270592577641,VIDEO,,,,,,2.0,293.0,2686.0,2637.0,9.0,0.0,304.0
17854781018895436,VIDEO,,,,,,3.0,254.0,3317.0,3370.0,9.0,0.0,266.0
17938981268450704,VIDEO,,,,,,12.0,349.0,5442.0,5544.0,22.0,1.0,384.0
18337537099027287,VIDEO,,,,,,21.0,303.0,3854.0,3973.0,8.0,1.0,333.0
18214572064202170,CAROUSEL_ALBUM,104.0,953.0,890.0,4.0,0.0,,,,,,,
17986695037784641,VIDEO,,,,,,4.0,201.0,2148.0,2231.0,4.0,0.0,209.0
18341919772032529,VIDEO,,,,,,4.0,152.0,2404.0,2414.0,3.0,0.0,159.0
17977966162934943,VIDEO,,,,,,3.0,172.0,1897.0,1967.0,6.0,0.0,181.0
17896962212717195,VIDEO,,,,,,6.0,348.0,2895.0,2917.0,8.0,0.0,362.0
17907359477695085,VIDEO,,,,,,31.0,2006.0,24578.0,24227.0,70.0,3.0,2110.0
17978999446822615,VIDEO,,,,,,14.0,342.0,2998.0,3023.0,6.0,0.0,362.0
17965026317141790,VIDEO,,,,,,11.0,489.0,3710.0,3708.0,21.0,1.0,522.0
17948846978410030,CAROUSEL_ALBUM,81.0,817.0,750.0,0.0,0.0,,,,,,,
18171472480248056,VIDEO,,,,,,3.0,382.0,3236.0,3250.0,4.0,0.0,389.0
17939622593588658,VIDEO,,,,,,616.0,64899.0,1106882.0,1064134.0,10084.0,122.0,75721.0
17861122859850439,VIDEO,,,,,,5.0,590.0,5041.0,5156.0,25.0,0.0,620.0
18006177883538897,VIDEO,,,,,,2.0,216.0,2839.0,2788.0,9.0,0.0,227.0
17920987826646200,VIDEO,,,,,,7.0,386.0,4020.0,3867.0,14.0,0.0,407.0
17975625391904886,VIDEO,,,,,,5.0,253.0,3627.0,3660.0,5.0,0.0,263.0
18271269760102646,VIDEO,,,,,,14.0,473.0,3212.0,3164.0,7.0,0.0,494.0
17962668176167236,VIDEO,,,,,,7.0,380.0,3523.0,3402.0,6.0,0.0,393.0
17990957662641536,VIDEO,,,,,,6.0,250.0,3501.0,3563.0,6.0,0.0,262.0
17970744886976096,VIDEO,,,,,,5.0,239.0,4075.0,3968.0,7.0,0.0,251.0
18004763791541910,CAROUSEL_ALBUM,60.0,712.0,651.0,1.0,100.0,,,,,,,
18031728418429223,VIDEO,,,,,,2.0,313.0,4427.0,4478.0,8.0,1.0,324.0
17998349872580271,VIDEO,,,,,,0.0,254.0,3172.0,3268.0,6.0,0.0,260.0
17936692619587371,VIDEO,,,,,,7.0,236.0,4601.0,4673.0,11.0,0.0,254.0
17953941758149576,VIDEO,,,,,,5.0,251.0,3822.0,3989.0,7.0,0.0,263.0
17984697115697166,CAROUSEL_ALBUM,78.0,1317.0,1223.0,4.0,494.0,,,,,,,
18196155304231107,VIDEO,,,,,,2.0,279.0,3331.0,3545.0,12.0,0.0,293.0
18003487291551850,VIDEO,,,,,,242.0,41337.0,452221.0,443993.0,1481.0,24.0,43084.0
18119985925288098,VIDEO,,,,,,0.0,398.0,3594.0,3839.0,5.0,0.0,403.0
17966429921024139,VIDEO,,,,,,3.0,383.0,3756.0,4061.0,12.0,1.0,399.0
17997029617580006,CAROUSEL_ALBUM,40.0,535.0,512.0,2.0,0.0,,,,,,,
17874290612754877,VIDEO,,,,,,1.0,408.0,3762.0,3961.0,4.0,1.0,414.0
18195581794210823,VIDEO,,,,,,2.0,480.0,13776.0,15151.0,17.0,0.0,499.0
17935611686424423,VIDEO,,,,,,6.0,841.0,6596.0,7007.0,16.0,1.0,864.0
18264959758105013,VIDEO,,,,,,1.0,283.0,3192.0,3250.0,6.0,0.0,290.0
17966846123048250,VIDEO,,,,,,0.0,428.0,2732.0,2689.0,5.0,0.0,433.0
18164416969261696,VIDEO,,,,,,1.0,157.0,1933.0,1951.0,0.0,0.0,158.0
17998745065564498,VIDEO,,,,,,0.0,439.0,2659.0,2711.0,2.0,0.0,441.0
17977048111878886,VIDEO,,,,,,4.0,80.0,1780.0,1791.0,3.0,0.0,87.0
17997457744567723,VIDEO,,,,,,1.0,66.0,2630.0,2630.0,1.0,0.0,68.0
