media_id,media_type,engagement,impressions,reach,saved,video_views,video_comments,video_likes,video_plays,video_reach,video_saved,video_shares,video_interactions
17968291136209367,VIDEO,,,,,,11.0,142.0,1855.0,1751.0,7.0,1.0,161.0
18346836808031022,VIDEO,,,,,,25.0,350.0,2996.0,2859.0,10.0,0.0,385.0
18167549188281056,CAROUSEL_ALBUM,375.0,2541.0,2178.0,8.0,0.0,,,,,,,
18273489337119691,VIDEO,,,,,,33.0,786.0,5952.0,5414.0,34.0,1.0,854.0
18059939899353810,VIDEO,,,,,,4.0,172.0,2900.0,2659.0,4.0,0.0,180.0
17980556446942319,VIDEO,,,,,,11.0,254.0,3013.0,2859.0,11.0,0.0,276.0
18347885284026803,VIDEO,,,,,,5.0,510.0,14917.0,14981.0,24.0,0.0,539.0
18179542273249425,VIDEO,,,,,,11.0,188.0,2526.0,2437.0,9.0,0.0,208.0
17951610170327993,VIDEO,,,,,,9.0,252.0,3028.0,3050.0,6.0,0.0,267.0
17990924653681298,VIDEO,,,,,,11.0,325.0,4650.0,4724.0,8.0,0.0,344.0
18053467066378330,CAROUSEL_ALBUM,173.0,2276.0,1930.0,1.0,0.0,,,,,,,
18340669381031613,VIDEO,,,,,,16.0,416.0,6621.0,6593.0,96.0,0.0,528.0
18010270168526764,VIDEO,,,,,,4.0,728.0,5797.0,5698.0,16.0,0.0,748.0
18318990493073675,VIDEO,,,,,,7.0,378.0,4946.0,5097.0,8.0,0.0,393.0
17997503683632576,VIDEO,,,,,,12.0,526.0,5821.0,5780.0,13.0,0.0,551.0
17970142465992427,VIDEO,,,,,,141.0,4680.0,117127.0,110848.0,369.0,11.0,5201.0
17991255901751643,VIDEO,,,,,,11.0,277.0,4446.0,4382.0,12.0,0.0,300.0
18042017350412165,VIDEO,,,,,,0.0,373.0,3954.0,4061.0,11.0,0.0,384.0
18195149029223547,VIDEO,,,,,,17.0,423.0,5037.0,5232.0,16.0,0.0,456.0
17955264359235742,VIDEO,,,,,,21.0,1008.0,21805.0,21071.0,236.0,1.0,1266.0
18008579281553978,VIDEO,,,,,,5.0,437.0,4258.0,4291.0,11.0,1.0,454.0
17964422576225593,CAROUSEL_ALBUM,180.0,1871.0,1739.0,6.0,0.0,,,,,,,
17936022068496000,VIDEO,,,,,,0.0,292.0,4277.0,4259.0,9.0,0.0,301.0
18274224391106264,VIDEO,,,,,,12.0,369.0,20697.0,20008.0,30.0,0.0,411.0
17944914647344114,VIDEO,,,,,,7.0,361.0,3978.0,3873.0,15.0,0.0,383.0
18003721357569183,VIDEO,,,,,,5.0,551.0,4544.0,4443.0,16.0,0.0,572.0
17943786437382112,VIDEO,,,,,,4.0,283.0,3206.0,3279.0,16.0,0.0,303.0
17988049051663862,VIDEO,,,,,,1.0,131.0,2361.0,2379.0,7.0,1.0,140.0
18341676139055106,VIDEO,,,,,,3.0,206.0,3718.0,3654.0,7.0,0.0,216.0
18003270592577641,VIDEO,,,,,,2.0,291.0,2511.0,2491.0,9.0,0.0,302.0
17854781018895436,VIDEO,,,,,,3.0,254.0,3127.0,3168.0,9.0,0.0,266.0
