media_id,media_type,engagement,impressions,reach,saved,video_views,video_comments,video_likes,video_plays,video_reach,video_saved,video_shares,video_interactions
18274437094116797,CAROUSEL_ALBUM,37.0,52.0,52.0,0.0,0.0,,,,,,,
17943140204485221,VIDEO,,,,,,10.0,565.0,5595.0,5507.0,115.0,1.0,691.0
17976831377032849,VIDEO,,,,,,8.0,1097.0,17078.0,15949.0,153.0,1.0,1259.0
17968291136209367,VIDEO,,,,,,11.0,157.0,2308.0,2199.0,7.0,1.0,176.0
18346836808031022,VIDEO,,,,,,35.0,376.0,3464.0,3365.0,11.0,0.0,422.0
18167549188281056,CAROUSEL_ALBUM,384.0,2804.0,2427.0,9.0,0.0,,,,,,,
18273489337119691,VIDEO,,,,,,33.0,807.0,6490.0,5936.0,34.0,1.0,875.0
18059939899353810,VIDEO,,,,,,4.0,188.0,3291.0,2967.0,6.0,0.0,198.0
17980556446942319,VIDEO,,,,,,12.0,265.0,3338.0,3221.0,12.0,0.0,289.0
18347885284026803,VIDEO,,,,,,5.0,520.0,15254.0,15281.0,25.0,0.0,550.0
18179542273249425,VIDEO,,,,,,11.0,201.0,2823.0,2726.0,9.0,0.0,221.0
17951610170327993,VIDEO,,,,,,9.0,259.0,3285.0,3319.0,6.0,0.0,274.0
17990924653681298,VIDEO,,,,,,11.0,331.0,4919.0,5017.0,8.0,0.0,350.0
18053467066378330,CAROUSEL_ALBUM,175.0,2352.0,2014.0,1.0,0.0,,,,,,,
18340669381031613,VIDEO,,,,,,16.0,430.0,6986.0,6963.0,104.0,0.0,550.0
18010270168526764,VIDEO,,,,,,4.0,741.0,6039.0,5933.0,16.0,0.0,761.0
18318990493073675,VIDEO,,,,,,7.0,385.0,5148.0,5236.0,8.0,0.0,400.0
17997503683632576,VIDEO,,,,,,12.0,530.0,6011.0,5948.0,13.0,0.0,555.0
17970142465992427,VIDEO,,,,,,141.0,4724.0,118039.0,111447.0,375.0,11.0,5251.0
17991255901751643,VIDEO,,,,,,11.0,281.0,4602.0,4560.0,12.0,0.0,304.0
18042017350412165,VIDEO,,,,,,0.0,377.0,4107.0,4196.0,12.0,0.0,389.0
18195149029223547,VIDEO,,,,,,17.0,431.0,5201.0,5401.0,17.0,0.0,465.0
17955264359235742,VIDEO,,,,,,24.0,1052.0,22495.0,21511.0,249.0,1.0,1326.0
18008579281553978,VIDEO,,,,,,5.0,441.0,4386.0,4487.0,11.0,1.0,458.0
17964422576225593,CAROUSEL_ALBUM,180.0,1908.0,1770.0,6.0,0.0,,,,,,,
17936022068496000,VIDEO,,,,,,0.0,298.0,4400.0,4408.0,10.0,0.0,308.0
18274224391106264,VIDEO,,,,,,12.0,376.0,20836.0,20110.0,30.0,0.0,418.0
17944914647344114,VIDEO,,,,,,7.0,367.0,4083.0,3989.0,15.0,0.0,389.0
18003721357569183,VIDEO,,,,,,5.0,557.0,4632.0,4578.0,16.0,0.0,578.0
17943786437382112,VIDEO,,,,,,4.0,286.0,3303.0,3334.0,16.0,0.0,306.0
17988049051663862,VIDEO,,,,,,1.0,132.0,2446.0,2464.0,7.0,1.0,141.0
18341676139055106,VIDEO,,,,,,3.0,210.0,3790.0,3732.0,9.0,0.0,222.0
18003270592577641,VIDEO,,,,,,2.0,292.0,2572.0,2549.0,9.0,0.0,303.0
17854781018895436,VIDEO,,,,,,3.0,254.0,3192.0,3259.0,9.0,0.0,266.0
17938981268450704,VIDEO,,,,,,12.0,339.0,5267.0,5347.0,21.0,1.0,373.0
18337537099027287,VIDEO,,,,,,21.0,299.0,3698.0,3809.0,8.0,1.0,329.0
18214572064202170,CAROUSEL_ALBUM,104.0,903.0,841.0,4.0,0.0,,,,,,,
17986695037784641,VIDEO,,,,,,4.0,201.0,2035.0,2096.0,4.0,0.0,209.0
18341919772032529,VIDEO,,,,,,4.0,151.0,2281.0,2264.0,3.0,0.0,158.0
17977966162934943,VIDEO,,,,,,3.0,171.0,1799.0,1857.0,6.0,0.0,180.0
17896962212717195,VIDEO,,,,,,6.0,347.0,2777.0,2796.0,8.0,0.0,361.0
17907359477695085,VIDEO,,,,,,31.0,1999.0,24379.0,24065.0,71.0,3.0,2104.0
17978999446822615,VIDEO,,,,,,14.0,343.0,2899.0,2908.0,5.0,0.0,362.0
17965026317141790,VIDEO,,,,,,11.0,489.0,3615.0,3595.0,21.0,1.0,522.0
