media_id,media_type,engagement,impressions,reach,saved,video_views,video_comments,video_likes,video_plays,video_reach,video_saved,video_shares,video_interactions
17984028283989238,VIDEO,,,,,,3.0,138.0,954.0,666.0,2.0,0.0,143.0
17970165677091204,VIDEO,,,,,,6.0,495.0,3059.0,2950.0,7.0,1.0,509.0
17982800708000068,CAROUSEL_ALBUM,192.0,1258.0,1044.0,1.0,0.0,,,,,,,
18086622082328516,VIDEO,,,,,,16.0,441.0,5940.0,5730.0,13.0,0.0,470.0
17986948837802428,VIDEO,,,,,,9.0,200.0,2603.0,2470.0,8.0,2.0,219.0
17911923278718978,VIDEO,,,,,,42.0,2989.0,23717.0,22775.0,397.0,4.0,3432.0
18011318740525294,VIDEO,,,,,,6.0,321.0,2641.0,2484.0,12.0,0.0,339.0
18017322550524655,CAROUSEL_ALBUM,349.0,2615.0,2225.0,3.0,0.0,,,,,,,
18002236468720210,VIDEO,,,,,,47.0,2456.0,32861.0,32196.0,381.0,7.0,2891.0
18247627027154946,VIDEO,,,,,,7.0,626.0,5255.0,5061.0,22.0,0.0,655.0
17982013885974803,VIDEO,,,,,,6.0,350.0,3748.0,3696.0,14.0,0.0,370.0
17997097213736751,VIDEO,,,,,,19.0,340.0,4852.0,4734.0,28.0,0.0,387.0
18274437094116797,CAROUSEL_ALBUM,299.0,2362.0,1967.0,5.0,0.0,,,,,,,
17943140204485221,VIDEO,,,,,,11.0,623.0,7170.0,6997.0,132.0,1.0,767.0
17976831377032849,VIDEO,,,,,,8.0,1154.0,18617.0,17207.0,178.0,1.0,1341.0
17968291136209367,VIDEO,,,,,,12.0,172.0,3007.0,2963.0,7.0,1.0,192.0
18346836808031022,VIDEO,,,,,,35.0,438.0,4459.0,4532.0,13.0,0.0,486.0
18167549188281056,CAROUSEL_ALBUM,397.0,3153.0,2765.0,10.0,0.0,,,,,,,
18273489337119691,VIDEO,,,,,,33.0,845.0,7403.0,6715.0,35.0,1.0,914.0
18059939899353810,VIDEO,,,,,,4.0,202.0,3962.0,3630.0,8.0,0.0,214.0
17980556446942319,VIDEO,,,,,,12.0,280.0,3906.0,3789.0,12.0,0.0,304.0
18347885284026803,VIDEO,,,,,,6.0,535.0,15881.0,15866.0,27.0,0.0,568.0
18179542273249425,VIDEO,,,,,,11.0,213.0,3330.0,3274.0,10.0,0.0,234.0
17951610170327993,VIDEO,,,,,,9.0,269.0,3748.0,3847.0,8.0,0.0,286.0
17990924653681298,VIDEO,,,,,,11.0,333.0,5433.0,5505.0,9.0,0.0,353.0
18053467066378330,CAROUSEL_ALBUM,177.0,2555.0,2178.0,1.0,0.0,,,,,,,
18340669381031613,VIDEO,,,,,,16.0,455.0,7772.0,7611.0,117.0,0.0,588.0
18010270168526764,VIDEO,,,,,,4.0,749.0,6462.0,6234.0,16.0,0.0,769.0
18318990493073675,VIDEO,,,,,,7.0,388.0,5543.0,5547.0,9.0,0.0,404.0
17997503683632576,VIDEO,,,,,,12.0,535.0,6380.0,6271.0,15.0,0.0,562.0
17970142465992427,VIDEO,,,,,,152.0,4879.0,126180.0,118123.0,394.0,11.0,5436.0
17991255901751643,VIDEO,,,,,,11.0,281.0,4889.0,4827.0,12.0,0.0,304.0
18042017350412165,VIDEO,,,,,,1.0,381.0,4378.0,4434.0,13.0,0.0,395.0
18195149029223547,VIDEO,,,,,,17.0,440.0,5533.0,5764.0,18.0,0.0,475.0
17955264359235742,VIDEO,,,,,,24.0,1122.0,24302.0,23126.0,284.0,1.0,1431.0
18008579281553978,VIDEO,,,,,,5.0,444.0,4629.0,4795.0,12.0,2.0,463.0
17964422576225593,CAROUSEL_ALBUM,179.0,1994.0,1847.0,5.0,0.0,,,,,,,
17936022068496000,VIDEO,,,,,,0.0,304.0,4627.0,4674.0,10.0,0.0,314.0
18274224391106264,VIDEO,,,,,,12.0,389.0,21161.0,20470.0,31.0,0.0,432.0
17944914647344114,VIDEO,,,,,,7.0,369.0,4285.0,4173.0,16.0,0.0,392.0
18003721357569183,VIDEO,,,,,,5.0,560.0,4804.0,4775.0,16.0,0.0,581.0
17943786437382112,VIDEO,,,,,,4.0,292.0,3492.0,3543.0,16.0,0.0,312.0
17988049051663862,VIDEO,,,,,,1.0,132.0,2607.0,2645.0,7.0,1.0,141.0
18341676139055106,VIDEO,,,,,,3.0,213.0,3941.0,3854.0,9.0,0.0,225.0
18003270592577641,VIDEO,,,,,,2.0,293.0,2697.0,2652.0,9.0,0.0,304.0
17854781018895436,VIDEO,,,,,,3.0,254.0,3325.0,3391.0,9.0,0.0,266.0
