media_id,media_type,engagement,impressions,reach,saved,video_views,video_comments,video_likes,video_plays,video_reach,video_saved,video_shares,video_interactions
18059939899353810,VIDEO,,,,,,3.0,147.0,2018.0,1990.0,4.0,0.0,154.0
17980556446942319,VIDEO,,,,,,9.0,232.0,2334.0,2184.0,10.0,0.0,251.0
18347885284026803,VIDEO,,,,,,5.0,487.0,14168.0,14135.0,23.0,0.0,515.0
18179542273249425,VIDEO,,,,,,9.0,171.0,1985.0,1923.0,7.0,0.0,187.0
17951610170327993,VIDEO,,,,,,7.0,243.0,2617.0,2601.0,6.0,0.0,256.0
17990924653681298,VIDEO,,,,,,11.0,316.0,4155.0,4097.0,7.0,0.0,334.0
18053467066378330,CAROUSEL_ALBUM,169.0,2077.0,1760.0,1.0,0.0,,,,,,,
18340669381031613,VIDEO,,,,,,12.0,400.0,6153.0,6127.0,91.0,0.0,503.0
18010270168526764,VIDEO,,,,,,4.0,716.0,5410.0,5353.0,17.0,0.0,737.0
18318990493073675,VIDEO,,,,,,7.0,371.0,4610.0,4664.0,8.0,0.0,386.0
17997503683632576,VIDEO,,,,,,12.0,515.0,5481.0,5466.0,13.0,0.0,540.0
17970142465992427,VIDEO,,,,,,138.0,4527.0,112699.0,107531.0,350.0,11.0,5026.0
17991255901751643,VIDEO,,,,,,10.0,272.0,4185.0,4196.0,12.0,0.0,294.0
18042017350412165,VIDEO,,,,,,0.0,370.0,3745.0,3808.0,11.0,0.0,381.0
18195149029223547,VIDEO,,,,,,16.0,411.0,4788.0,4975.0,16.0,0.0,443.0
17955264359235742,VIDEO,,,,,,18.0,968.0,20740.0,20184.0,225.0,1.0,1212.0
18008579281553978,VIDEO,,,,,,3.0,428.0,4064.0,4090.0,11.0,1.0,443.0
17964422576225593,CAROUSEL_ALBUM,178.0,1801.0,1664.0,5.0,0.0,,,,,,,
17936022068496000,VIDEO,,,,,,0.0,287.0,4073.0,4032.0,9.0,0.0,296.0
18274224391106264,VIDEO,,,,,,10.0,355.0,20417.0,19671.0,28.0,0.0,393.0
17944914647344114,VIDEO,,,,,,7.0,353.0,3770.0,3708.0,15.0,0.0,375.0
18003721357569183,VIDEO,,,,,,5.0,547.0,4388.0,4275.0,16.0,0.0,568.0
17943786437382112,VIDEO,,,,,,4.0,276.0,3021.0,3063.0,16.0,0.0,296.0
17988049051663862,VIDEO,,,,,,1.0,128.0,2201.0,2202.0,7.0,1.0,137.0
18341676139055106,VIDEO,,,,,,3.0,202.0,3579.0,3488.0,7.0,0.0,212.0
18003270592577641,VIDEO,,,,,,2.0,288.0,2395.0,2363.0,9.0,0.0,299.0
17854781018895436,VIDEO,,,,,,2.0,251.0,3010.0,3001.0,9.0,0.0,262.0
17938981268450704,VIDEO,,,,,,11.0,322.0,4973.0,5039.0,18.0,1.0,352.0
18337537099027287,VIDEO,,,,,,20.0,292.0,3494.0,3583.0,8.0,1.0,321.0
18214572064202170,CAROUSEL_ALBUM,102.0,833.0,776.0,4.0,0.0,,,,,,,
17986695037784641,VIDEO,,,,,,4.0,196.0,1871.0,1910.0,4.0,0.0,204.0
18341919772032529,VIDEO,,,,,,4.0,147.0,2105.0,2057.0,3.0,0.0,154.0
17977966162934943,VIDEO,,,,,,3.0,168.0,1651.0,1695.0,6.0,0.0,177.0
17896962212717195,VIDEO,,,,,,6.0,343.0,2616.0,2637.0,8.0,0.0,357.0
17907359477695085,VIDEO,,,,,,31.0,1953.0,23607.0,23260.0,69.0,3.0,2056.0
17978999446822615,VIDEO,,,,,,14.0,340.0,2761.0,2745.0,5.0,0.0,359.0
17965026317141790,VIDEO,,,,,,11.0,483.0,3487.0,3455.0,21.0,1.0,516.0
17948846978410030,CAROUSEL_ALBUM,81.0,730.0,674.0,0.0,0.0,,,,,,,
18171472480248056,VIDEO,,,,,,3.0,380.0,3035.0,3019.0,4.0,0.0,387.0
17939622593588658,VIDEO,,,,,,462.0,45855.0,786339.0,740388.0,7113.0,87.0,53517.0
17861122859850439,VIDEO,,,,,,5.0,586.0,4800.0,4896.0,25.0,0.0,616.0
18006177883538897,VIDEO,,,,,,2.0,212.0,2544.0,2494.0,9.0,0.0,223.0
17920987826646200,VIDEO,,,,,,7.0,384.0,3766.0,3618.0,14.0,0.0,405.0
17975625391904886,VIDEO,,,,,,7.0,250.0,3439.0,3450.0,5.0,0.0,262.0
18271269760102646,VIDEO,,,,,,14.0,471.0,3032.0,2925.0,7.0,0.0,492.0
17962668176167236,VIDEO,,,,,,7.0,377.0,3346.0,3235.0,6.0,0.0,390.0
17990957662641536,VIDEO,,,,,,6.0,246.0,3336.0,3381.0,6.0,0.0,258.0
17970744886976096,VIDEO,,,,,,5.0,235.0,3864.0,3708.0,7.0,0.0,247.0
18004763791541910,CAROUSEL_ALBUM,60.0,629.0,573.0,1.0,91.0,,,,,,,
18031728418429223,VIDEO,,,,,,2.0,311.0,4251.0,4251.0,8.0,1.0,322.0
17998349872580271,VIDEO,,,,,,0.0,251.0,3011.0,3084.0,6.0,0.0,257.0
17936692619587371,VIDEO,,,,,,9.0,231.0,4373.0,4441.0,11.0,0.0,251.0
17953941758149576,VIDEO,,,,,,4.0,246.0,3645.0,3802.0,7.0,0.0,257.0
17984697115697166,CAROUSEL_ALBUM,78.0,1216.0,1122.0,4.0,458.0,,,,,,,
18196155304231107,VIDEO,,,,,,2.0,278.0,3170.0,3356.0,10.0,0.0,290.0
18003487291551850,VIDEO,,,,,,232.0,40576.0,441889.0,432232.0,1450.0,24.0,42282.0
18119985925288098,VIDEO,,,,,,0.0,397.0,3430.0,3642.0,5.0,0.0,402.0
17966429921024139,VIDEO,,,,,,3.0,381.0,3606.0,3873.0,12.0,1.0,397.0
17997029617580006,CAROUSEL_ALBUM,41.0,457.0,431.0,2.0,0.0,,,,,,,
17874290612754877,VIDEO,,,,,,1.0,406.0,3593.0,3775.0,4.0,1.0,412.0
18195581794210823,VIDEO,,,,,,2.0,477.0,13627.0,14984.0,17.0,0.0,496.0
17935611686424423,VIDEO,,,,,,6.0,838.0,6440.0,6801.0,16.0,1.0,861.0
18264959758105013,VIDEO,,,,,,1.0,280.0,3014.0,3076.0,6.0,0.0,287.0
17966846123048250,VIDEO,,,,,,0.0,425.0,2593.0,2518.0,5.0,0.0,430.0
18164416969261696,VIDEO,,,,,,1.0,155.0,1806.0,1796.0,0.0,0.0,156.0
