media_id,media_type,engagement,impressions,reach,saved,video_views,video_comments,video_likes,video_plays,video_reach,video_saved,video_shares,video_interactions
18369673003037056,CAROUSEL_ALBUM,44.0,241.0,233.0,0.0,0.0,,,,,,,
17970212714519718,VIDEO,,,,,,12.0,359.0,4901.0,4837.0,16.0,0.0,387.0
17895292475821385,VIDEO,,,,,,8.0,314.0,3101.0,3001.0,8.0,0.0,330.0
18010556992665529,VIDEO,,,,,,7.0,417.0,3730.0,3560.0,8.0,1.0,433.0
17960414240573806,CAROUSEL_ALBUM,130.0,1186.0,951.0,0.0,0.0,,,,,,,
17980350938261458,VIDEO,,,,,,12.0,317.0,4284.0,4279.0,8.0,0.0,337.0
18297154912096011,VIDEO,,,,,,9.0,454.0,4781.0,3907.0,13.0,1.0,477.0
17956281923565014,VIDEO,,,,,,2.0,190.0,2787.0,2772.0,22.0,0.0,214.0
18016030057614268,CAROUSEL_ALBUM,197.0,1387.0,1166.0,2.0,0.0,,,,,,,
17938544942658647,VIDEO,,,,,,11.0,217.0,3283.0,2888.0,6.0,1.0,235.0
18004617043744510,CAROUSEL_ALBUM,195.0,1408.0,1154.0,2.0,165.0,,,,,,,
18182124742283040,VIDEO,,,,,,11.0,366.0,5280.0,5239.0,25.0,1.0,403.0
17969436857237541,CAROUSEL_ALBUM,139.0,1117.0,896.0,0.0,0.0,,,,,,,
17994625876807884,VIDEO,,,,,,10.0,348.0,4705.0,4275.0,71.0,0.0,429.0
17989532851887990,VIDEO,,,,,,9.0,202.0,3096.0,2959.0,8.0,0.0,219.0
18286676836116247,VIDEO,,,,,,13.0,2266.0,16798.0,16591.0,27.0,0.0,2306.0
17848993310986230,CAROUSEL_ALBUM,181.0,1360.0,1175.0,2.0,0.0,,,,,,,
17877851690872507,VIDEO,,,,,,17.0,805.0,7980.0,7773.0,22.0,0.0,844.0
18176515228285899,VIDEO,,,,,,39.0,3201.0,94942.0,92905.0,1040.0,4.0,4284.0
17973168803141184,VIDEO,,,,,,6.0,686.0,6379.0,6202.0,16.0,3.0,711.0
17990216491965040,VIDEO,,,,,,1.0,135.0,2454.0,2360.0,9.0,2.0,147.0
17978522681057447,CAROUSEL_ALBUM,186.0,1740.0,1541.0,2.0,0.0,,,,,,,
18016953502581118,VIDEO,,,,,,3.0,335.0,3899.0,3515.0,3.0,0.0,341.0
