media_id,media_type,engagement,impressions,reach,saved,video_views,video_comments,video_likes,video_plays,video_reach,video_saved,video_shares,video_interactions
18273489337119691,VIDEO,,,,,,1.0,25.0,166.0,1.0,0.0,0.0,26.0
18059939899353810,VIDEO,,,,,,3.0,161.0,2433.0,2298.0,4.0,0.0,168.0
17980556446942319,VIDEO,,,,,,9.0,244.0,2637.0,2525.0,10.0,0.0,263.0
18347885284026803,VIDEO,,,,,,5.0,495.0,14522.0,14560.0,24.0,0.0,524.0
18179542273249425,VIDEO,,,,,,9.0,178.0,2183.0,2124.0,7.0,0.0,194.0
17951610170327993,VIDEO,,,,,,7.0,245.0,2754.0,2784.0,6.0,0.0,258.0
17990924653681298,VIDEO,,,,,,11.0,318.0,4319.0,4340.0,8.0,0.0,337.0
18053467066378330,CAROUSEL_ALBUM,170.0,2136.0,1803.0,1.0,0.0,,,,,,,
18340669381031613,VIDEO,,,,,,12.0,403.0,6295.0,6241.0,92.0,0.0,507.0
18010270168526764,VIDEO,,,,,,4.0,719.0,5535.0,5458.0,17.0,0.0,740.0
18318990493073675,VIDEO,,,,,,7.0,373.0,4712.0,4816.0,8.0,0.0,388.0
17997503683632576,VIDEO,,,,,,12.0,520.0,5590.0,5600.0,13.0,0.0,545.0
17970142465992427,VIDEO,,,,,,138.0,4604.0,114209.0,108314.0,359.0,11.0,5112.0
17991255901751643,VIDEO,,,,,,10.0,273.0,4264.0,4259.0,12.0,0.0,295.0
18042017350412165,VIDEO,,,,,,0.0,372.0,3810.0,3880.0,11.0,0.0,383.0
18195149029223547,VIDEO,,,,,,16.0,414.0,4865.0,5055.0,16.0,0.0,446.0
17955264359235742,VIDEO,,,,,,18.0,977.0,21100.0,20408.0,229.0,1.0,1225.0
18008579281553978,VIDEO,,,,,,3.0,429.0,4126.0,4142.0,11.0,1.0,444.0
17964422576225593,CAROUSEL_ALBUM,180.0,1817.0,1682.0,6.0,0.0,,,,,,,
17936022068496000,VIDEO,,,,,,0.0,289.0,4135.0,4127.0,9.0,0.0,298.0
18274224391106264,VIDEO,,,,,,11.0,358.0,20514.0,19824.0,28.0,0.0,397.0
17944914647344114,VIDEO,,,,,,7.0,355.0,3839.0,3739.0,15.0,0.0,377.0
18003721357569183,VIDEO,,,,,,5.0,549.0,4439.0,4340.0,16.0,0.0,570.0
17943786437382112,VIDEO,,,,,,4.0,278.0,3080.0,3126.0,16.0,0.0,298.0
17988049051663862,VIDEO,,,,,,1.0,128.0,2251.0,2258.0,7.0,1.0,137.0
18341676139055106,VIDEO,,,,,,3.0,203.0,3624.0,3532.0,7.0,0.0,213.0
18003270592577641,VIDEO,,,,,,2.0,289.0,2436.0,2408.0,9.0,0.0,300.0
17854781018895436,VIDEO,,,,,,2.0,252.0,3046.0,3067.0,9.0,0.0,263.0
17938981268450704,VIDEO,,,,,,11.0,324.0,5026.0,5095.0,18.0,1.0,354.0
18337537099027287,VIDEO,,,,,,20.0,293.0,3532.0,3625.0,8.0,1.0,322.0
18214572064202170,CAROUSEL_ALBUM,103.0,849.0,789.0,4.0,0.0,,,,,,,
17986695037784641,VIDEO,,,,,,4.0,196.0,1900.0,1951.0,4.0,0.0,204.0
18341919772032529,VIDEO,,,,,,4.0,147.0,2137.0,2101.0,3.0,0.0,154.0
17977966162934943,VIDEO,,,,,,3.0,169.0,1681.0,1731.0,6.0,0.0,178.0
17896962212717195,VIDEO,,,,,,6.0,343.0,2644.0,2667.0,8.0,0.0,357.0
17907359477695085,VIDEO,,,,,,31.0,1971.0,23861.0,23417.0,70.0,3.0,2075.0
17978999446822615,VIDEO,,,,,,14.0,340.0,2789.0,2776.0,5.0,0.0,359.0
17965026317141790,VIDEO,,,,,,11.0,483.0,3516.0,3488.0,21.0,1.0,516.0
17948846978410030,CAROUSEL_ALBUM,81.0,734.0,675.0,0.0,0.0,,,,,,,
18171472480248056,VIDEO,,,,,,3.0,380.0,3060.0,3058.0,4.0,0.0,387.0
17939622593588658,VIDEO,,,,,,470.0,47456.0,814462.0,765629.0,7415.0,89.0,55430.0
17861122859850439,VIDEO,,,,,,5.0,586.0,4829.0,4927.0,25.0,0.0,616.0
18006177883538897,VIDEO,,,,,,2.0,212.0,2577.0,2528.0,9.0,0.0,223.0
17920987826646200,VIDEO,,,,,,7.0,384.0,3795.0,3648.0,14.0,0.0,405.0
17975625391904886,VIDEO,,,,,,7.0,250.0,3464.0,3471.0,5.0,0.0,262.0
18271269760102646,VIDEO,,,,,,14.0,471.0,3055.0,2954.0,7.0,0.0,492.0
17962668176167236,VIDEO,,,,,,7.0,377.0,3367.0,3255.0,6.0,0.0,390.0
17990957662641536,VIDEO,,,,,,6.0,246.0,3357.0,3409.0,6.0,0.0,258.0
17970744886976096,VIDEO,,,,,,5.0,235.0,3892.0,3739.0,7.0,0.0,247.0
18004763791541910,CAROUSEL_ALBUM,60.0,635.0,580.0,1.0,92.0,,,,,,,
18031728418429223,VIDEO,,,,,,2.0,311.0,4272.0,4267.0,8.0,1.0,322.0
17998349872580271,VIDEO,,,,,,0.0,251.0,3029.0,3104.0,6.0,0.0,257.0
17936692619587371,VIDEO,,,,,,9.0,231.0,4393.0,4461.0,11.0,0.0,251.0
17953941758149576,VIDEO,,,,,,4.0,246.0,3664.0,3815.0,7.0,0.0,257.0
17984697115697166,CAROUSEL_ALBUM,78.0,1224.0,1131.0,4.0,460.0,,,,,,,
18196155304231107,VIDEO,,,,,,2.0,278.0,3186.0,3372.0,11.0,0.0,291.0
18003487291551850,VIDEO,,,,,,233.0,40786.0,444341.0,433974.0,1463.0,24.0,42506.0
18119985925288098,VIDEO,,,,,,0.0,397.0,3445.0,3660.0,5.0,0.0,402.0
17966429921024139,VIDEO,,,,,,3.0,381.0,3623.0,3893.0,12.0,1.0,397.0
17997029617580006,CAROUSEL_ALBUM,41.0,465.0,439.0,2.0,0.0,,,,,,,
17874290612754877,VIDEO,,,,,,1.0,406.0,3610.0,3794.0,4.0,1.0,412.0
18195581794210823,VIDEO,,,,,,2.0,477.0,13642.0,15001.0,17.0,0.0,496.0
17935611686424423,VIDEO,,,,,,6.0,838.0,6455.0,6826.0,16.0,1.0,861.0
18264959758105013,VIDEO,,,,,,1.0,280.0,3029.0,3108.0,6.0,0.0,287.0
17966846123048250,VIDEO,,,,,,0.0,425.0,2610.0,2538.0,5.0,0.0,430.0
18164416969261696,VIDEO,,,,,,1.0,155.0,1820.0,1818.0,0.0,0.0,156.0
17998745065564498,VIDEO,,,,,,0.0,438.0,2542.0,2552.0,2.0,0.0,440.0
17977048111878886,VIDEO,,,,,,4.0,73.0,1632.0,1626.0,2.0,0.0,79.0
17997457744567723,VIDEO,,,,,,1.0,64.0,2495.0,2484.0,1.0,0.0,66.0
18020934100455328,VIDEO,,,,,,1.0,461.0,2629.0,2648.0,4.0,0.0,466.0
17955241628203498,CAROUSEL_ALBUM,28.0,354.0,343.0,0.0,0.0,,,,,,,
17877874700736176,VIDEO,,,,,,0.0,655.0,2655.0,2685.0,7.0,0.0,662.0
17954231903200300,VIDEO,,,,,,2.0,376.0,2489.0,2542.0,1.0,0.0,379.0
17974904068884846,VIDEO,,,,,,5.0,259.0,3106.0,3032.0,9.0,0.0,273.0
17934399209433770,VIDEO,,,,,,4.0,608.0,13883.0,14002.0,12.0,0.0,624.0
18033294412416622,CAROUSEL_ALBUM,40.0,467.0,434.0,2.0,273.0,,,,,,,
17887231976745944,VIDEO,,,,,,6.0,97.0,1838.0,1803.0,3.0,0.0,106.0
17932648403465143,VIDEO,,,,,,0.0,154.0,2443.0,2489.0,0.0,0.0,154.0
