media_id,media_type,engagement,impressions,reach,saved,video_views,video_comments,video_likes,video_plays,video_reach,video_saved,video_shares,video_interactions
17976831377032849,VIDEO,,,,,,4.0,931.0,12890.0,12421.0,121.0,1.0,1057.0
17968291136209367,VIDEO,,,,,,11.0,146.0,2002.0,1902.0,7.0,1.0,165.0
18346836808031022,VIDEO,,,,,,25.0,357.0,3151.0,3036.0,10.0,0.0,392.0
18167549188281056,CAROUSEL_ALBUM,380.0,2647.0,2273.0,9.0,0.0,,,,,,,
18273489337119691,VIDEO,,,,,,33.0,792.0,6145.0,5604.0,34.0,1.0,860.0
18059939899353810,VIDEO,,,,,,4.0,177.0,3023.0,2749.0,5.0,0.0,186.0
17980556446942319,VIDEO,,,,,,11.0,258.0,3121.0,2967.0,12.0,0.0,281.0
18347885284026803,VIDEO,,,,,,5.0,513.0,15032.0,15014.0,24.0,0.0,542.0
18179542273249425,VIDEO,,,,,,11.0,191.0,2624.0,2525.0,9.0,0.0,211.0
17951610170327993,VIDEO,,,,,,9.0,254.0,3113.0,3126.0,6.0,0.0,269.0
17990924653681298,VIDEO,,,,,,11.0,329.0,4744.0,4816.0,8.0,0.0,348.0
18053467066378330,CAROUSEL_ALBUM,173.0,2299.0,1959.0,1.0,0.0,,,,,,,
18340669381031613,VIDEO,,,,,,16.0,423.0,6740.0,6699.0,102.0,0.0,541.0
18010270168526764,VIDEO,,,,,,4.0,734.0,5876.0,5758.0,16.0,0.0,754.0
18318990493073675,VIDEO,,,,,,7.0,381.0,5009.0,5137.0,8.0,0.0,396.0
17997503683632576,VIDEO,,,,,,12.0,528.0,5881.0,5828.0,13.0,0.0,553.0
17970142465992427,VIDEO,,,,,,141.0,4694.0,117408.0,111131.0,373.0,11.0,5219.0
17991255901751643,VIDEO,,,,,,11.0,279.0,4493.0,4434.0,12.0,0.0,302.0
18042017350412165,VIDEO,,,,,,0.0,374.0,3998.0,4097.0,12.0,0.0,386.0
18195149029223547,VIDEO,,,,,,17.0,427.0,5087.0,5283.0,17.0,0.0,461.0
17955264359235742,VIDEO,,,,,,21.0,1016.0,22038.0,21179.0,242.0,1.0,1280.0
18008579281553978,VIDEO,,,,,,5.0,439.0,4298.0,4357.0,11.0,1.0,456.0
17964422576225593,CAROUSEL_ALBUM,180.0,1881.0,1749.0,6.0,0.0,,,,,,,
17936022068496000,VIDEO,,,,,,0.0,295.0,4318.0,4324.0,10.0,0.0,305.0
18274224391106264,VIDEO,,,,,,12.0,373.0,20746.0,20087.0,30.0,0.0,415.0
17944914647344114,VIDEO,,,,,,7.0,365.0,4009.0,3927.0,15.0,0.0,387.0
18003721357569183,VIDEO,,,,,,5.0,554.0,4566.0,4469.0,16.0,0.0,575.0
17943786437382112,VIDEO,,,,,,4.0,283.0,3236.0,3299.0,16.0,0.0,303.0
17988049051663862,VIDEO,,,,,,1.0,131.0,2385.0,2401.0,7.0,1.0,140.0
18341676139055106,VIDEO,,,,,,3.0,208.0,3736.0,3678.0,9.0,0.0,220.0
18003270592577641,VIDEO,,,,,,2.0,292.0,2527.0,2518.0,9.0,0.0,303.0
